BID,Suburb,Park_Name,Item_Type,Item_Description,Latitude,Longitude
1239,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4670584,152.9572952
1240,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4675083,152.9574021
1241,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4675358,152.9582
1242,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4663894,152.9583393
1243,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4669781,152.9585197
1244,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4666319,152.9587628
1245,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4663447,152.9587876
1246,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4659524,152.9589152
1247,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER TAP & DOG BOWL,-27.4819828,152.9599544
1248,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4811636,152.9602487
1249,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4797226,152.9614859
1250,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4658215,152.9628822
1251,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4791655,152.9628809
1252,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4769794,152.9633984
1253,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4748363,152.9640476
1254,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4661739,152.9642418
1255,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4662242,152.9649228
1256,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4742433,152.9654291
1257,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4740748,152.9656837
1258,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4892621,152.9673437
1259,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4666137,152.9679975
1260,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4730268,152.968326
1261,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4715206,152.9706881
1262,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,DISABLED DRINKING FOUNTAIN TAP DOG BOWL,-27.4718403,152.9709604
1263,PADDINGTON,NEAL MACROSSAN PLAYGROUND PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4620485,153.0103031
1264,PADDINGTON,NEAL MACROSSAN PLAYGROUND PARK,TAP COMBINATION,BUBBLER & TAP,-27.4620727,153.0099953
1265,PADDINGTON,NEAL MACROSSAN PLAYGROUND PARK,TAP COMBINATION,BUBBLER & TAP,-27.4623417,153.0101513
1266,PADDINGTON,NEAL MACROSSAN PLAYGROUND PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4623251,153.0105769
1267,PADDINGTON,NEAL MACROSSAN PLAYGROUND PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4625839,153.0108379
1268,MILTON,GREGORY PARK,TAP COMBINATION,BUBBLER & TAP,-27.4662066,152.9990452
1269,PADDINGTON,ITHACA MEMORIAL PARK (ROAD RESERVE),TAP COMBINATION,BUBBLER & 2 TAPS,-27.4585004,153.0005543
1270,PADDINGTON,TRAMMIES CORNER PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4585421,152.9945514
1271,PADDINGTON,SWEETMAN STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4595879,153.0108737
1272,PADDINGTON,BAROONA ROAD PARK (ROAD RESERVE),TAP COMBINATION,BUBBLER & 2 TAPS,-27.4653125,152.9926073
1273,RED HILL,BRIDGE STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4468206,153.00084
1274,TARINGA,OAKMAN PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4883164,152.9850665
1275,MOUNT COOT-THA,ANZAC PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4804968,152.9768579
1276,MOUNT COOT-THA,ANZAC PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4802916,152.9770653
1277,MOUNT COOT-THA,ANZAC PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4799085,152.9772507
1278,MOUNT COOT-THA,ANZAC PARK,TAP COMBINATION,BUBBLER & TAP,-27.4791748,152.9795869
1279,MOUNT COOT-THA,ANZAC PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4805298,152.9819866
1280,MOUNT COOT-THA,ANZAC PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4797429,152.9821211
1281,TOOWONG,TOOWONG MEMORIAL PARK,TAP COMBINATION,BUBBLER & TAP,-27.4806331,152.9920604
1282,TOOWONG,TOOWONG MEMORIAL PARK,TAP COMBINATION,BUBBLER & TAP,-27.481244,152.9939245
1283,TOOWONG,TOOWONG MEMORIAL PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4779672,152.9955544
1284,TOOWONG,WESTBROOK PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4867554,152.9770851
1285,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4772671,152.9730813
1286,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.477823,152.9744063
1287,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4768413,152.9758718
1288,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4778737,152.976034
1289,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4772117,152.9760386
1290,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4760047,152.9765782
1291,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4772322,152.9766789
1292,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4765951,152.9767232
1293,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4755383,152.9767687
1294,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.477252,152.9772957
1295,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER - DISABLED ACCESS,-27.4767258,152.9782473
1296,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4759533,152.9783067
1297,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4766995,152.9788816
1298,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4750901,152.9762603
1299,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4792318,152.9697476
1300,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & 2 TAPS,-27.480384,152.9701246
1301,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.480005,152.9702767
1302,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4792631,152.9709246
1303,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4794447,152.9712876
1304,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4785208,152.9714439
1305,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4779912,152.9720263
1306,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4792981,152.9722879
1307,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4763224,152.9735443
1308,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4776243,152.9741094
1309,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4785355,152.9749188
1310,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4744391,152.976235
1311,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4760624,152.9773973
1312,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.475929,152.9779178
1313,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4762872,152.978171
1314,MOUNT COOT-THA,MT COOT-THA BOTANIC GARDEN,TAP COMBINATION,BUBBLER & TAP,-27.4753741,152.9788281
1315,CHAPEL HILL,SUTLING STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.5103919,152.9515348
1316,CHAPEL HILL,CUBBERLA CREEK RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.5141063,152.9505219
1317,CHAPEL HILL,CUBBERLA CREEK RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.5143455,152.9510753
1318,CHAPEL HILL,CUBBERLA CREEK RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.5144573,152.9533318
1319,CHAPEL HILL,CUBBERLA CREEK RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.5160367,152.9537884
1320,CHAPEL HILL,CUBBERLA CREEK RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.5155777,152.9538686
1321,INDOOROOPILLY,KENNEWELL PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5068289,152.9607265
1322,CHAPEL HILL,REBECCA STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.5024599,152.9485222
1323,CHAPEL HILL,MARMINDE STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4928069,152.9480381
1324,CHAPEL HILL,GREEN HILL RESERVOIR PARK,TAP COMBINATION,BUBBLER & TAP,-27.4965726,152.9596484
1325,FIG TREE POCKET,CLIVEDEN PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5169161,152.9584988
1326,FIG TREE POCKET,BIAMI YUMBA PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.53942,152.9668244
1327,FIG TREE POCKET,BIAMI YUMBA PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5410359,152.967981
1328,FIG TREE POCKET,BIAMI YUMBA PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5381693,152.9689118
1329,FIG TREE POCKET,FIG TREE POCKET RIVERSIDE RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.5425036,152.9720232
1330,FIG TREE POCKET,FIG TREE POCKET RIVERSIDE RESERVE,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5424781,152.9726942
1331,FIG TREE POCKET,MACTIER STREET PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.5393471,152.9652236
1332,INDOOROOPILLY,KEATING PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4996993,152.9739357
1333,INDOOROOPILLY,KEATING PARK,TAP COMBINATION,BUBBLER & TAP,-27.4998826,152.9753209
1334,TARINGA,ROBERTSON PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5027618,152.9900196
1335,TARINGA,ROBERTSON PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5024194,152.9901739
1336,INDOOROOPILLY,SIR JOHN CHANDLER PARK,TAP COMBINATION,2 TAPS 1 FOUNTAIN,-27.5099266,152.9859045
1337,INDOOROOPILLY,JACK SPEARE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5028508,152.9811119
1338,INDOOROOPILLY,ESSEX ROAD PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4996046,152.9821082
1339,INDOOROOPILLY,MOORE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4975426,152.9645554
1340,INDOOROOPILLY,MOORE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4980609,152.965609
1341,ST LUCIA,GUYATT PARK,TAP COMBINATION,BUBBLER & TAP,-27.4933796,153.000724
1342,ST LUCIA,GUYATT PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.493294,153.0013467
1343,ST LUCIA,GUYATT PARK,TAP COMBINATION,BUBBLER & TAP,-27.4927614,153.0017071
1344,ST LUCIA,ACACIA PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4989439,153.008345
1345,ST LUCIA,ST LUCIA PLAYGROUND PARK,TAP COMBINATION,BUBBLER & TAP,-27.4979041,152.9991417
1346,ST LUCIA,THE ESPLANADE PARK  (ROAD RESERVE),TAP COMBINATION,BUBBLER & TAP,-27.5059052,153.0009503
1347,TARINGA,JACK COOK MEMORIAL PARK,TAP COMBINATION,BUBBLER & TAP,-27.4939024,152.9926504
1348,ST LUCIA,LEX ORD PARK,TAP COMBINATION,BUBBLER & TAP,-27.5017965,152.9912646
1349,TARINGA,TARINGA PLAYGROUND PARK,TAP COMBINATION,BUBBLER & TAP,-27.4910078,152.9800005
1350,TARINGA,WHITMORE STREET PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4910781,152.9873852
1351,TOOWONG,PERRIN PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4912387,152.9905793
1352,TOOWONG,PERRIN PARK,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS DRINKING FOUNTAIN,-27.4912529,152.9919952
1353,TOOWONG,PERRIN PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4919414,152.9920686
1354,KARAWATHA,KARAWATHA FOREST PARK,TAP COMBINATION,BUBBLER. TAP & DOG BOWL,-27.6415403,153.0699798
1355,CALAMVALE,HONEYSUCKLE WAY PARK,TAP COMBINATION,BUBBLER & TAP,-27.6327255,153.0537737
1356,FOREST LAKE,CASCADE DRIVE PARK (NO.20),TAP COMBINATION,BUBBLER & TAP,-27.6290001,152.9646183
1357,FOREST LAKE,THE LAKE PARKLANDS,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.6219747,152.9666975
1358,CALAMVALE,CALAMVALE DISTRICT PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.6208657,153.039144
1359,STRETTON,REGENCY PLACE PARK (NO.16),TAP COMBINATION,BUBBLER & TAP,-27.6152171,153.0751045
1360,KURABY,WALLY TATE PARK,TAP COMBINATION,BUBBLER & TAP,-27.6021355,153.090908
1361,SUNNYBANK HILLS,THE AVENUE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.6021032,153.048296
1362,RUNCORN,JAGERA PARK,TAP COMBINATION,BUBBLER & TAP,-27.5928764,153.087501
1363,RUNCORN,DEW STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.5906607,153.0732502
1364,RUNCORN,BONEMILL ROAD PARK,TAP COMBINATION,BUBBLER & TAP,-27.5903266,153.0745742
1365,RUNCORN,NATHAN ROAD PARK,TAP COMBINATION,BUBBLER & TAP,-27.5872325,153.0701138
1366,ACACIA RIDGE,MORTIMER ROAD PARK,BUBBLER/DRINKING FOUNTAIN,DISABLED ACCESS DRINKING FOUNTAIN,-27.5775195,153.0169161
1367,MACGREGOR,D.M.HENDERSON PARK,TAP COMBINATION,BUBBLER & VANDAL PROOF TAP,-27.5698194,153.0714202
1368,OXLEY,NIXON PARK,TAP COMBINATION,BUBBLER & TAPS,-27.5518853,152.9788459
1369,OXLEY,V.MCN.PEACHEY PARK,TAP COMBINATION,BUBBLER,-27.5493511,152.9742001
1370,UPPER MOUNT GRAVATT,ABBEVILLE STREET PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.544603,153.0881223
1371,MACKENZIE,GAINSBOROUGH AVENUE PARK,TAP COMBINATION,BUBBLER & TAP,-27.5422068,153.125928
1372,NATHAN,TOOHEY FOREST PARK,TAP COMBINATION,"BUBBLER, 2 TAPS & DOG BOWL (MAYNE RIDGE",-27.540787,153.0352639
1373,SEVENTEEN MILE ROCKS,ROCKS RIVERSIDE PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5399479,152.9607774
1374,SEVENTEEN MILE ROCKS,ROCKS RIVERSIDE PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5388615,152.9602836
1375,JINDALEE,JINDALEE BOAT RAMP PARK,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER APOLLO 800,-27.5310372,152.9285767
1376,JINDALEE,JINDALEE BOAT RAMP PARK,BUBBLER/DRINKING FOUNTAIN,DIABLED ACCESS BUBBLER APOLLO 800,-27.5299325,152.9286633
1377,JINDALEE,JINDALEE BOAT RAMP PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN & DOG BOWL,-27.5290659,152.9293964
1378,SHERWOOD,STRICKLAND TERRACE PARK,TAP COMBINATION,BUBBLER & TAP,-27.5272603,152.9894771
1379,TENNYSON,KEN FLETCHER PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5244754,153.0057897
1380,TENNYSON,KEN FLETCHER PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5243836,153.0064305
1381,TENNYSON,KEN FLETCHER PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.5243222,153.0075938
1382,TENNYSON,KEN FLETCHER PARK,TAP COMBINATION,BUBBLER & DOG BOWL,-27.5239412,153.0072836
1383,INDOOROOPILLY,SIR JOHN CHANDLER PARK,TAP COMBINATION,BUBBLER & TAP,-27.5193488,153.0089664
1384,WYNNUM,ELANORA PARK,TAP COMBINATION,BUBBLER TAP & DOG BOWL,-27.5170567,152.9589092
1385,INDOOROOPILLY,RAINBOW FOREST PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.516459,152.9562977
1386,INDOOROOPILLY,RAINBOW FOREST PARK,TAP COMBINATION,BUBBLER & TAP,-27.5159731,152.9589068
1387,ANNERLEY,EKIBIN PARK SOUTH,TAP COMBINATION,TAP COMBINATION,-27.5131165,153.0384156
1388,ANNERLEY,VALLELY STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.5125729,153.029056
1389,INDOOROOPILLY,MANSFIELD PARK (ROAD RESERVE),BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.5085338,152.987326
1390,GREENSLOPES,EKIBIN PARK EAST,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5074063,153.0414531
1391,CARINDALE,ANNA SMITH OBE QUOTA PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.5062416,153.1073829
1392,COORPAROO,ERIC SIVELL PARK,TAP COMBINATION,BUBBLER & TAP,-27.5038848,153.0734422
1393,CHAPEL HILL,CLARINA STREET PARK,TAP COMBINATION,BUBBLER,-27.5002407,152.9604649
1394,INDOOROOPILLY,MOORE PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4986161,152.9648708
1395,CARINDALE,CADOGAN STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4970503,153.1139623
1396,CARINDALE,CARINDALE RECREATION RESERVE,TAP COMBINATION,BUBBLER & TAP,-27.4970256,153.1086764
1397,DUTTON PARK,DUTTON PARK,TAP COMBINATION,FOUNTAIN & 2 TAPS,-27.4969296,153.0244406
1398,INDOOROOPILLY,CARINYA STREET PARK,TAP COMBINATION,BUBBLER & TAP,-27.4949201,152.9635575
1399,TOOWONG,PERRIN PARK,TAP COMBINATION,BUBBLER & TAP,-27.4913184,152.9919352
1400,WEST END,BOUNDARY STREET PARK (NO.349),TAP COMBINATION,BUBBLER & TAP,-27.4899683,153.0103328
1401,EAST BRISBANE,WOOLLOONGABBA ROTARY PARK,BUBBLER/DRINKING FOUNTAIN,TAP COMBINATION,-27.489929,153.0422184
1402,WEST END,ORLEIGH PARK,TAP COMBINATION,BUBBLER & TAP,-27.4899201,153.0011705
1403,WEST END,ORLEIGH PARK,TAP COMBINATION,BUBBLER & TAP,-27.4898236,153.0001984
1404,WEST END,ORLEIGH PARK,TAP COMBINATION,BUBBLER & TAP,-27.4895795,152.9980025
1405,EAST BRISBANE,THE COMMON PARK,BUBBLER/DRINKING FOUNTAIN,APOLLO 400 BUBBLER NEAR SKATE RAMP,-27.4893111,153.0522511
1406,EAST BRISBANE,THE COMMON PARK,TAP COMBINATION,BUBBLER & 2 TAPS,-27.4889087,153.0514896
1407,WAKERLEY,WAKERLEY PARK,TAP COMBINATION,TAP COMBINATION,-27.4864014,153.1505135
1408,CHAPEL HILL,MERRI MERRI PARK,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4838506,152.939973
1409,TINGALPA,ROSCREA STREET PARK,BUBBLER/DRINKING FOUNTAIN,WATER TAP AND BUBBLER,-27.4806958,153.1334045
1410,WAKERLEY,GORDON CRESCENT PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4803055,153.1530935
1411,WESTLAKE,BARCOORAH STREET PARK,TAP COMBINATION,TAP COMBINATION,-27.4787352,152.9292373
1412,MOUNT COOT-THA,MT COOT-THA RESERVE,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4787352,152.9292373
1413,MOUNT COOT-THA,MT COOT-THA RESERVE,TAP COMBINATION,DRINKING FOUNTAIN TAP & DOG BOWL,-27.4785827,152.9286409
1414,MOUNT COOT-THA,MT COOT-THA RESERVE,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN TAP & DOG BOWL,-27.4785827,152.9286409
1415,MOUNT COOT-THA,MT COOT-THA RESERVE,BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4780344,152.9288047
1416,LOTA,BILL LAMOND PARK,TAP COMBINATION,BUBBLER & TAP,-27.4724669,153.1857778
1417,MILTON,MILTON PARK,TAP COMBINATION,BUBBLER/DRINKING FOUNTAIN,-27.4705673,153.0010005
1418,LOTA,HERBERT STREET PARK,TAP COMBINATION,BUBBLER & TAPS,-27.4700958,153.1771248
1419,MILTON,FREW PARK,TAP COMBINATION,DRINKING FOUNTAIN & TAP,-27.4696538,153.0000467
1420,MILTON,FREW PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4696033,153.0007102
1421,MILTON,FREW PARK,TAP COMBINATION,BUBBLER & TAPS,-27.4694009,152.999833
1422,MILTON,FREW PARK,TAP COMBINATION,DRINKING FOUNTAIN & TAP,-27.4694001,153.0004061
1423,MILTON,FREW PARK,TAP COMBINATION,DRINKING FOUNTAIN & TAP,-27.4689304,152.999442
1424,MILTON,FREW PARK,TAP COMBINATION,DRINKING FOUNTAIN & TAP,-27.4686274,153.0002103
1425,MURARRIE,MURARRIE RECREATION GROUND,TAP COMBINATION,TAP COMBINATION,-27.4664469,153.1017619
1426,WYNNUM WEST,KIANAWAH ROAD PARK (NO.330),TAP COMBINATION,BUBBLER & TAP,-27.4608241,153.1477918
1427,TENERIFFE,CATALINA PARK,TAP COMBINATION,DRINKING FOUNTAIN & 2 TAPS,-27.4590735,153.0505761
1428,WYNNUM WEST,KIANAWAH ROAD PARK (NO.330),TAP COMBINATION,BUBBLER & TAP,-27.4576719,153.1465674
1429,MORNINGSIDE,COLMSLIE RESERVE,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4500218,153.0835164
1430,HEMMANT,PAUL CONTI PARK,TAP COMBINATION,TAP COMBINATION,-27.449834,153.1283848
1431,MANLY,GEORGE CLAYTON PARK,TAP COMBINATION,TAP COMBINATION,-27.4465171,153.1855014
1432,WYNNUM,WYNNUM WADING POOL PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4411372,153.1776377
1433,ASHGROVE,DORRINGTON PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER,-27.4395028,152.9874912
1434,PINKENBA,PINKENBA MEMORIAL PLACE PARK (ROAD RESER,TAP COMBINATION,BUBBLER & TAP,-27.423513,153.1188936
1435,GORDON PARK,KOKODA PARK,TAP COMBINATION,BUBBLER 2 TAPS & DOG BOWL,-27.4217171,153.0274133
1436,ENOGGERA,FERGUSON PARK (ENOGGERA),BUBBLER/DRINKING FOUNTAIN,BUBBLER & TAP,-27.4203959,152.98744
1437,UPPER KEDRON,TREVALLYN PLACE PARK,TAP COMBINATION,BUBBLER & TAP,-27.4162418,152.9246539
1438,STAFFORD,SHAND STREET PARK (NO.100),TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.4141387,153.0036079
1439,WOOLOOWIN,MELROSE PARK,TAP COMBINATION,1 FOUNTAIN 1 TAP,-27.4134035,153.0445462
1440,STAFFORD,ROY HARVEY PARK,TAP COMBINATION,BUBBLER,-27.4106849,153.0070663
1441,NUNDAH,ALBERT BISHOP PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4089816,153.0696465
1442,CLAYFIELD,KALINGA PARK,BUBBLER/DRINKING FOUNTAIN,WITH BOWL,-27.4061593,153.0507766
1443,NUNDAH,ALBERT BISHOP PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4050163,153.071355
1444,EVERTON PARK,TERALBA PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4047822,152.9811287
1445,NUNDAH,NUNDAH MEMORIAL PARK,BUBBLER/DRINKING FOUNTAIN,DRINKING FOUNTAIN,-27.4030638,153.0588983
1446,FERNY GROVE,FERNY GROVE PICNIC GROUND PARK,TAP COMBINATION,BUBBLER & TAP,-27.4026653,152.9384645
1447,FERNY GROVE,FERNY GROVE PICNIC GROUND PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER/DRINKING FOUNTAIN,-27.4020974,152.9381918
1448,FERNY GROVE,LECKMY STREET PARK,BUBBLER/DRINKING FOUNTAIN,BUBBLER & 2 TAPS,-27.3988258,152.9279869
1449,KEPERRA,OXFORD GROVE PARK,TAP COMBINATION,BUBBLER & TAP,-27.3984413,152.9614085
1450,NORTHGATE,NORTHGATE RESERVE,TAP COMBINATION,"BUBBLER, TAP & DOG BOWL",-27.3972346,153.0722046
